2.850000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.860000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.870000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.880000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.890000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.900000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.910000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.920000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.930000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.940000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.950000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.960000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.970000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.980000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
2.990000000000000000e+02,1.744392192675257580e-01,-7.529316613496028765e-02,3.609810208529066339e-02
3.000000000000000000e+02,-1.777953972583701248e+00,4.331643798344597118e-01,3.348751708583536768e+00
3.010000000000000000e+02,-1.777953972583701248e+00,4.331643798344597118e-01,3.348751708583536768e+00
3.020000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.030000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.040000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.050000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.060000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.070000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.080000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.090000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.100000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.110000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.120000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.130000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.140000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.150000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.160000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.170000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.180000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.190000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.200000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.210000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.220000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.230000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.240000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.250000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.260000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.270000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.280000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.290000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.300000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.310000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.320000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.330000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.340000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.350000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.360000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.370000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.380000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.390000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.400000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.410000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.420000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.430000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.440000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.450000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.460000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.470000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.480000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.490000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.500000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.510000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.520000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.530000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.540000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.550000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.560000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.570000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.580000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.590000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.600000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.610000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.620000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.630000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.640000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.650000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.660000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.670000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.680000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.690000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.700000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.710000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.720000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.730000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.740000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.750000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.760000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.770000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.780000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.790000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.800000000000000000e+02,-1.518309414649155364e+00,8.526031661243216320e-01,3.032195637497478558e+00
3.810000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.820000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.830000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.840000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.850000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.860000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.870000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.880000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.890000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.900000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.910000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.920000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.930000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.940000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.950000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.960000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.970000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.980000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
3.990000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.000000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.010000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.020000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.030000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.040000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.050000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.060000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.070000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.080000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.090000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.100000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.110000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.120000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.130000000000000000e+02,-1.532746355671812388e+00,-4.009159300697935358e-01,2.510044973808949642e+00
4.140000000000000000e+02,-1.360638321183944788e+00,-3.027021293328231999e-01,1.942965220176888996e+00
4.150000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.160000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.170000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.180000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.190000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.200000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.210000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.220000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.230000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.240000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.250000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.260000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.270000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.280000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.290000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.300000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.310000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.320000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.330000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.340000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.350000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.360000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.370000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.380000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.390000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.400000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.410000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.420000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.430000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
4.440000000000000000e+02,-1.188530286696077187e+00,-2.044883285958528640e-01,1.454419718925784810e+00
